category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",6892403b3525e72ba6801350ab6004a795f6bfe57641c20574c34e0d93c5441c,131628697,,10,52.578012,-1.212093,On or near Burns Street,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",76587a1acc9e26b5b14df2bc2e8cb5a44952ca094c9b5557c24c154a1b83a247,131637227,,10,52.63923,-1.198137,On or near Yew Tree Drive,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f51ab2346297d13e75ab1d61b77353eecee3619fc609564a68857554434a9478,131636628,,10,52.609083,-1.166347,On or near Amy Street,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",786b309934aa8d73c4174daf4e00e513d88ea4367d2ab44f913d693562298c11,131628857,,10,52.584863,-1.156076,On or near Henray Avenue,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1186b4d246f71122514e59798fe5fb6ff70c529f79aa80d7fed864736710acd2,131637586,,10,52.586015,-1.220599,On or near Forest Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a7bfb32db6e74924b401f8e2ac09a5cba2b0bee1d1197800dd04660a151684c1,131635567,,10,52.598645,-1.180497,On or near Shopping Area,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",edb79bf6a7cd04d5ec34cd271b75bd9c9c964fdee0c993123f5f682901a2e362,131638294,,10,52.566772,-1.178701,On or near Supermarket,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",4c292799563d0d612ac74d9a9d3f683968ab02eceb89def216547fa5cda9b8a7,131628917,,10,52.595834,-1.15526,On or near Sharpland,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a3e4e3d52e30d2bfacf4650ce6d381d86afe4fd176b2b64ae571ae569e1a24e1,131645535,,10,52.658079,-1.165164,On or near Milton Crescent,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",be09575e08d26724be9d216c2614f0dc3cfa623a1603730aaf19a4dfebea4af0,131639577,,10,52.619443,-1.21556,On or near Lancelot Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",e9e2ffb3e4cc73a907702f3205e7af75a88838825a63dfb72b004a59ec575fa2,131633568,,10,52.577325,-1.161828,On or near Northfield Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",174df658fc1f4301bb96a814edb0ee341a4f1145f5f82de2d8a00d23d444101e,131639657,,10,52.642464,-1.165225,On or near Bateman Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",990a74e869fcd3e47be41f7889a45b44c4d30acd1da98f25824c0965243f8bfc,131631476,,10,52.627299,-1.148966,On or near Norman Street,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f2c74219649decb8b367931c948dd7269ff60e9899b71e8857a5302d04e8b172,131643269,,10,52.626105,-1.183722,On or near Didsbury Street,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",554562d40ecde48f3ba6069e1f13626955b17957d316c3252f852cd4da61f639,131633973,,10,52.643714,-1.161491,On or near Phoenix Close,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",5085b5c6026cc19a23dc5ff70285fefb35166c533b6e66465b101b6ddb59c87b,131639692,,10,52.626359,-1.171189,On or near Overpark Avenue,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",532e856b51d6b56c704e1fec26d702abce544a0a1bb32876a518b829ba2a4d8a,131640110,,10,52.637061,-1.191232,On or near Supermarket,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",eee8de85c45ecf984698fa95e086b2a23ad5fdd20db12fe38a9534e9789581ca,131642391,,10,52.586096,-1.147477,On or near Silsden Rise,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a688ff6239d11d27007e3dc1609607962102cea8fd325195f6f57ba3bc1e26b4,131638107,,10,52.58503,-1.158154,On or near Saxon Dale,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",45ecb46ca4b2a85dfb8df41720d2c567966cc27717e7b1948ab6c67fafa2f0fc,131627933,,10,52.608505,-1.174997,On or near Kirkland Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",2a86d2f5b142cf7263a57c6ca3d90dfa81b721691670aca1c82fe6d5239f8ca9,131624000,,10,52.624245,-1.159396,On or near Wilmington Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",c14062d74b4054df603dca00f292fb26e8033c09710ced7237f9d7ae9ce025cb,131625843,,10,52.643043,-1.197033,On or near Treasure Close,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",2d5eff18ad5e6555bfd29fb3d694d8cb37af4d8fe79224d61cee5aabd5d91187,131625149,,10,52.658847,-1.159324,On or near Oronsay Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",3709b76d9462ef2186024ebbf01f21d224f487efaed836e8fb7536c8a0627fbd,131642451,,10,52.673134,-1.184074,On or near Coronet Close,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",0881582d2cb9df91d4cd7b9162ab0a54967be420c2b7786b2dca599e20262646,131625145,,10,52.752598,-1.201644,On or near Bobbin Drive,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",93ab0a63956a7c6a59964591b624a99092443d911e59bf36142796bd518faed6,131634242,,10,52.634425,-1.196142,On or near Belfry Drive,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",db89447fa871711cf1cd1493f33ef0a50dfc6722266331f66c2f0f9ed52e0523,131625127,,10,52.641981,-1.159204,On or near Ingle Street,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",8790dbb7fcbe850546769034b12602665415ca9ba36feaf8d464ab05e8d26218,131642136,,10,52.634105,-1.170585,On or near Mellor Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",28dd2f7a77be472a63b8cd6f5cb9d2ca2c9469a9d3745759b8a6fe11fa917c68,131641544,,10,52.635855,-1.193648,On or near Cuffling Close,2025
criminal-damage-arson,Force,,"{'category': 'Action to be taken by another organisation', 'date': '2025-10'}",053f688264847c7186893e455acaedc9c740408bd1f2b74bd603063aa5402cdb,131641535,,10,52.589443,-1.184994,On or near Hill View,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",a0543b46514eecae89814f8752324faa8e1b532da02dfe04d9d29331bbf23e25,131640566,,10,52.771562,-1.193026,On or near Empress Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",7b4cc9a0a54ee252c06088919019aebac842360d827aeec7853b8a5a2d117f62,131640381,,10,52.60765,-1.160792,On or near Sports/recreation Area,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c0855138c37fc1070153cf2b923b68a6920e37a9ded0a0f41a4bfb2ea36a9842,131634940,,10,52.625158,-1.167858,On or near Elmsthorpe Rise,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",dce7236dd31e786f75638a087206711dfe8365e77ed7e666270f111cc6e1d48c,131624269,,10,52.584882,-1.152533,On or near Royston Close,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",98c3003c0b0845b3f4fdba84e8729c90f67b4faba640007064e4b589384e0cfb,131624147,,10,52.64356,-1.169032,On or near Chettle Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",f21505011ac72a142ee17e49d648c3ec0cc4c86cb1d61d20d73a4f4ddaaf16a3,131623938,,10,52.582369,-1.134399,On or near South Wigston,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",18213c3ca2722499a5303ba991cb0458fd40480fcc64d1e2dfbfec253fd98fdd,131623704,,10,52.621234,-1.201096,On or near Thistley Close,2025
criminal-damage-arson,Force,,"{'category': 'Formal action is not in the public interest', 'date': '2025-10'}",005070814a0cdd3bb07df41f4a7703d071108a52332dbe897e9cdcca2e39b398,131623528,,10,52.653295,-1.194835,On or near Saintbury Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",93720460af1f91623d38557ad803fd67a2e6055a7af027c14bf6a92165042746,131623389,,10,52.585861,-1.153651,On or near Hillsborough Road,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",202f739ff9866b9fb353d456bf723d79fa06f6cc7b2d079aca4d11e0d931be78,131623419,,10,52.538267,-1.236911,On or near Uppingham Drive,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",eb3d0f5a925cf4d533c8a5aec9d2c59422a08bee1662c4eb37c372d25928b87d,131631963,,10,52.611227,-1.226694,On or near Deveron Drive,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",52e4293d78616fd39ebff9395d49f8db75c29efb171c329c2a0adb1ae45f5ab7,131631839,,10,52.589443,-1.184994,On or near Hill View,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",b6c3c5dbd61208b1b7c8beed9ed78565c46f78b8da3aafe5a88ae932be511268,131630961,,10,52.538267,-1.236911,On or near Uppingham Drive,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",474dd2528004562a22e52142f5658de6ffb16cd4e607e3696b1d0ab60abdc3f1,131645677,,10,52.624683,-1.182138,On or near Cort Crescent,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",bf455e63d09a59008f40a417babdf337f8992e5ab453e6929006d4414efc4e26,131640287,,10,52.645805,-1.172448,On or near Caledine Road,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",84a161d7ada83c0b3e25804fac1543dc2344c3762fc00ef4bb6d403f261bbb06,131626938,,10,52.556002,-1.237916,On or near Windermere Drive,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",1f5c13e3713548969784f5402e9c890c5213cd49fb4ec7173beb0e169542eaa2,131631238,,10,52.639775,-1.196354,On or near Tatlow Road,2025
criminal-damage-arson,Force,,"{'category': 'Offender given a caution', 'date': '2025-10'}",db7f50aba62fbfdddafb33752ee89ffed394c25221a8002d4de6c484b9d5e307,131629668,,10,52.749634,-1.202172,On or near Vale Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",03f50b76af8c5551922ddf16f10cc06da425b63ca54970f6648135ba41435240,131636556,,10,52.465469,-1.200738,On or near Denbigh Place,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1e7bae09b8e7ac252d9dda2edda7c2b844edfd94c469f96596d43fa4e6cfe987,131635946,,10,52.616693,-1.16954,On or near Caldecote Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ee079b5f1d6b9ee1dedfa6db73555c395c620724f88cedeee60ab1ac35bd718a,131634707,,10,52.581081,-1.213972,On or near Stewart Avenue,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",77ab9cddd6716bb6204dd82013f8e415119e48e3a0e55ac6ba6e41db4e1295c8,131634374,,10,52.596165,-1.147562,On or near Stebbings Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",7a205e3de53fdcf933a58b9364651767b94bacf3abb4554c7f0c01cf97536cbb,131629173,,10,52.635855,-1.193648,On or near Cuffling Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",21b2208eeb127f8ef201e05d6aea9ebd4ab088b2864534e9bf67e4e233ab5524,131624502,,10,52.593027,-1.15372,On or near Howden Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",8fcd2d6119a872383c181f664a518b7f3cab2508dbe871d6426d3bf7fa007e39,131624529,,10,52.651681,-1.178427,On or near Groby Road Gardens,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",fce4a5791fcec13c13ed7ae117505f4d5a1391991dfb656b0ccd537301fd4a9d,131625024,,10,52.638672,-1.188779,On or near Cropston Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a9ed7e4a0aca40ef34ead5f7326dc8b144b60d417066c0ddbeba7c1ce9be827f,131625237,,10,52.653328,-1.199787,On or near Station Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f362d957318163bd3ae24453a79764b92e3a65c7f3f448ea3c85d823c3ea8d20,131625592,,10,52.610909,-1.147615,On or near Parking Area,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",f7e96bb04747fdb36689da9fc54b31e2ec152aa9e945b5c1a01917c56b95ad8b,131627948,,10,52.608505,-1.174997,On or near Kirkland Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",1d73482ffab2e16aefcb393f9f6c31637938d156d494ebf4326f397993e2b773,131645016,,10,52.652823,-1.186329,On or near Gallimore Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6f236c09ab5b9a55ed2b8b6e6e66b90c4e247c2706505224437327d91aadb053,131639376,,10,52.756178,-1.193977,On or near Hyacinth Close,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",5ddf24635fd8bf6e6a6cac6d7cd8e7f5cf38d53ed2a9bec563520c9947513b35,131644055,,10,52.573521,-1.199307,On or near Regent Street,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",6f968f408db00c579f71e51f5c552ae519dd168ec6145ac0f17f242fca4aeae0,131644036,,10,52.614538,-1.144724,On or near Erith Road,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",dd64de163faecf2e544ae7d08b24f144a796a07cb51be89b0424cdfe14bce35b,131643991,,10,52.645734,-1.201507,On or near Harrison Close,2025
criminal-damage-arson,Force,,"{'category': 'Unable to prosecute suspect', 'date': '2025-10'}",b113a385d7645ec0dc83b69690a93b988d3fad341bbee0b9ef2368f279602a0e,131643785,,10,52.633294,-1.151362,On or near Norfolk Street,2025
criminal-damage-arson,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",26736b379b6bb5a899b9b858268e12e95b789deacd09679f0fe7b8ff485d4a03,131640921,,10,52.632962,-1.166588,On or near Petrol Station,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",639da6a4fb818c397a13069ae8bed55e91cf898f1c00e6a23a4f4a2ea2ff3440,131625770,,10,52.537151,-1.231151,On or near Sutton Court,2025
criminal-damage-arson,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",181f3587f76835dba374f1614edb2d6c796f87ca5c9c5884f3d96c752bacbb7a,131641283,,10,52.58503,-1.158154,On or near Saxon Dale,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",2be2e89b598678d9dd86889dfb6634ed26824ef63c5b94ccb4c8e5d9df0fd226,131644277,,10,52.607289,-1.145559,On or near Park Hill Avenue,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",ef439cf119ac3b58930cb7bef5c75e402e40355e1c91cbe4a52034248d7e778a,131644861,,10,52.661667,-1.192537,On or near Storer Road,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",df0f790fd18219cbddc645e54cefbb32303da845508a9ca8691a42023b3adea7,131642796,,10,52.460102,-1.198098,On or near Petrol Station,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",cf3f66b75f80475df04035ec0662ae8a8ab1ad0a192fc0df65de633d61cbea65,131645077,,10,52.640458,-1.193608,On or near Dupont Gardens,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",344e04a35a5e2b99228ddda2aad0fa0da840d03f2645bc3d029e243d4545ccc6,131645092,,10,52.63926,-1.150803,On or near Mantle Road,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",c7c4d768b192f410022c5f6bdb4af38a2288b8eea4d639672059b6ac933888ed,131622940,,10,52.660189,-1.182821,On or near Martinshaw Close,2025
drugs,Force,,"{'category': 'Local resolution', 'date': '2025-10'}",0923e54ff4345251f5b094c95beecbce93fa1af8835ca62d55a707ac8b66f8f9,131627084,,10,52.770065,-1.200435,On or near Holland Close,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",02be50af43ce014df52cd22a19c62e7cc4ebeff4b417e9402c21624c4e8cc56d,131645413,,10,52.582715,-1.149948,On or near Wokingham Avenue,2025
drugs,Force,,"{'category': 'Awaiting court outcome', 'date': '2025-10'}",0e699267e917f55f8e51f3f6768700cb2877b9dc89456a6b54302eac04932439,131623295,,10,52.586816,-1.141426,On or near Namur Road,2025
drugs,Force,,"{'category': 'Investigation complete; no suspect identified', 'date': '2025-10'}",dd4c9f182cdaebb27f8826ad6bc80218ba83e759917ceeb796686f51dfa5212b,131623624,,10,52.63923,-1.198137,On or near Yew Tree Drive,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",f0cf9597d857d174a91808984ec640608f350e985f76f8e0031ef489c108c527,131633863,,10,52.637146,-1.149381,On or near Vaughan Street,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a30f5f3b86dd3a6cfd446c78764d2aee195fa3d55a8ce4b5d49f9f8fbde9ca7e,131634699,,10,52.633938,-1.152162,On or near King Richards Road,2025
drugs,Force,,"{'category': 'Under investigation', 'date': '2025-10'}",a36329bd2eb2e6de475d8520d4dbc15eeee12b98144df5ab881f88285f261d12,131633878,,10,52.584457,-1.152187,On or near Swinford Avenue,2025
